close,rsi,ema_fast,ema_slow,momentum,label
74410.01,35.64,74537.25,75114.53,362.66999999999825,BUY
74634.0,33.56,74498.33,75089.17,832.2100000000064,SELL
74567.64,31.24,74454.71,75060.08,287.63000000000466,SELL
74264.15,30.26,74354.24,75040.76,-330.9800000000105,BUY
74786.59,42.67,74330.86,75018.31,376.58000000000175,BUY
74837.17,50.65,74343.54,74964.43,203.16999999999825,SELL
74728.91,49.43,74417.66,74907.21,161.27000000000407,BUY
75062.77,51.3,74562.76,74827.49,798.6200000000099,SELL
75027.26,55.76,74639.08,74733.95,240.66999999999825,BUY
75192.71,61.25,74678.71,74654.87,355.54000000000815,BUY
75289.9,69.84,74761.03,74612.84,560.9899999999907,SELL
75269.38,75.25,74812.6,74617.05,206.61000000000058,SELL
75034.79,64.17,74868.33,74616.45,7.529999999998836,BUY
75716.77,68.51,75023.11,74619.35,524.0599999999977,SELL
75338.74,64.41,75082.75,74639.31,48.84000000001106,BUY
75898.14,67.77,75172.8,74693.56,628.7599999999948,BUY
76423.69,73.1,75322.7,74797.34,1388.9000000000087,SELL
76296.96,76.47,75424.43,74923.43,580.1900000000023,SELL
76276.17,72.31,75543.13,75016.04,937.429999999993,SELL
75954.71,65.48,75628.26,75078.18,56.570000000006985,BUY
75974.24,67.69,75707.49,75159.61,-449.4499999999971,SELL
75840.97,61.72,75791.94,75222.98,-455.99000000000524,BUY
76092.45,65.06,75941.91,75302.58,-183.72000000000116,SELL
75927.59,60.39,75980.53,75406.89,-27.120000000009895,SELL
75581.33,53.85,76069.94,75463.44,-392.9100000000035,BUY
75710.3,55.66,76079.3,75522.58,-130.66999999999825,BUY
75813.81,60.35,76003.66,75596.91,-278.6399999999994,SELL
75802.0,51.38,75940.64,75647.19,-125.58999999999651,BUY
75974.11,61.01,75883.79,75708.13,392.77999999999884,BUY
76084.34,53.82,75882.93,75761.81,374.0399999999936,BUY
76507.21,51.79,75902.94,75822.59,693.4000000000087,SELL
76362.77,51.4,75940.32,75884.16,560.7700000000041,BUY
76746.41,58.66,75960.15,75979.66,772.3000000000029,SELL
76452.94,59.27,75994.28,76015.19,368.6000000000058,SELL
